encoder,seconds,current (A),charge (C)
2060.0,0.23000000000000001,2.4129,0.55496699999999999
2144.0,0.23799999999999999,0.17480000000000001,0.041602399999999998
2230.0,0.245,2.206,0.54047000000000001
2315.0,0.252,0.83810000000000007,0.21120120000000001
2400.0,0.25900000000000001,1.2692999999999999,0.3287487
2485.0,0.26600000000000001,1.7150999999999998,0.45621659999999997
2574.0,0.27300000000000002,2.1305999999999998,0.5816538
2664.0,0.28100000000000003,1.2805,0.35982050000000004
2755.0,0.28899999999999998,0.92920000000000003,0.26853879999999997
2850.0,0.29599999999999999,2.8805999999999998,0.8526575999999999
2944.0,0.30299999999999999,0.42269999999999996,0.12807809999999997
3042.0,0.31,2.9379,0.91074900000000003
3140.0,0.317,0.097099999999999992,0.030780699999999998
3239.0,0.32500000000000001,0.0304,0.0098799999999999999
3341.0,0.33200000000000002,2.3105000000000002,0.76708600000000016
3442.0,0.33900000000000002,0.064200000000000007,0.021763800000000003
3544.0,0.34699999999999998,2.3681000000000001,0.82173069999999993
3647.0,0.35399999999999998,0.31510000000000005,0.11154540000000002
3751.0,0.36099999999999999,0.77579999999999993,0.28006379999999997
3855.0,0.36899999999999999,1.7772000000000001,0.6557868
3959.0,0.376,1.4974000000000001,0.56302240000000003
4066.0,0.38300000000000001,1.4365000000000001,0.55017950000000004
4171.0,0.39000000000000001,1.1902999999999999,0.46421699999999999
4278.0,0.39700000000000002,2.5735999999999999,1.0217191999999999
4386.0,0.40400000000000003,0.70289999999999997,0.28397159999999999
4493.0,0.41299999999999998,3.0228000000000002,1.2484164
4600.0,0.41999999999999998,0.30710000000000004,0.12898200000000001
4707.0,0.42699999999999999,0.1169,0.049916300000000004
4814.0,0.434,2.6589,1.1539626000000001
4920.0,0.441,0.036899999999999995,0.016272899999999996
5027.0,0.44900000000000001,2.2690000000000001,1.0187810000000002
5135.0,0.45600000000000002,0.095899999999999999,0.043730400000000003
5243.0,0.46300000000000002,0.2137,0.098943100000000006
5351.0,0.46999999999999997,1.9137,0.89943899999999988
5461.0,0.47799999999999998,0.9927999999999999,0.47455839999999994
5571.0,0.48499999999999999,1.7064999999999999,0.8276524999999999
5679.0,0.49299999999999999,1.6995,0.83785350000000003
5788.0,0.5,2.0585999999999998,1.0292999999999999
5896.0,0.50700000000000001,1.0535000000000001,0.53412450000000011
6004.0,0.51400000000000001,2.7544,1.4157616
6110.0,0.52100000000000002,0.58089999999999997,0.3026489
6217.0,0.52800000000000002,2.714,1.432992
6323.0,0.53600000000000003,2.8029999999999999,1.502408
6430.0,0.54400000000000004,0.0487,0.0264928
6538.0,0.55100000000000005,2.2774999999999999,1.2549025
6644.0,0.55800000000000005,0.043700000000000003,0.024384600000000003
6752.0,0.56499999999999995,2.3555000000000001,1.3308575
6859.0,0.57199999999999995,2.2305000000000001,1.275846
6967.0,0.57999999999999996,0.4521,0.26221800000000001
7072.0,0.58699999999999997,1.9890000000000001,1.167543
7177.0,0.59399999999999997,1.2130999999999998,0.72058139999999993
7282.0,0.60099999999999998,1.6357000000000002,0.98305570000000009
7384.0,0.60799999999999998,1.4242999999999999,0.86597439999999992
7487.0,0.61599999999999999,2.2189000000000001,1.3668424000000001
7588.0,0.624,0.90029999999999999,0.56178720000000004
7689.0,0.63100000000000001,3.1058000000000003,1.9597598000000003
7787.0,0.63800000000000001,0.48610000000000003,0.31013180000000001
7884.0,0.64500000000000002,0.24840000000000001,0.160218
7981.0,0.65200000000000002,2.8663000000000003,1.8688276000000004
8077.0,0.65900000000000003,0.0298,0.019638200000000001
8174.0,0.66700000000000004,2.4784000000000002,1.6530928000000003
8270.0,0.67400000000000004,0.063299999999999995,0.042664199999999999
8365.0,0.68200000000000005,2.3835999999999999,1.6256152000000001
8458.0,0.68899999999999995,2.1835,1.5044314999999999
8551.0,0.69599999999999995,0.68529999999999991,0.47696879999999992
8641.0,0.70299999999999996,2.0286,1.4261058
8730.0,0.71099999999999997,1.6838,1.1971817999999999
8816.0,0.71799999999999997,1.7766999999999999,1.2756706
8901.0,0.72499999999999998,1.3631,0.98824749999999995
8985.0,0.73199999999999998,2.5347,1.8554003999999999
9067.0,0.73899999999999999,0.84189999999999998,0.6221641
9147.0,0.747,2.9808000000000003,2.2266576000000002
9226.0,0.755,0.39600000000000002,0.29898000000000002
9305.0,0.76200000000000001,0.1925,0.14668500000000001
9383.0,0.76900000000000002,2.6095999999999999,2.0067824000000001
9458.0,0.77600000000000002,0.037499999999999999,0.029100000000000001
9530.0,0.78300000000000003,2.8460999999999999,2.2284962999999998
9600.0,0.79100000000000004,0.082599999999999993,0.065336599999999995
9667.0,0.79800000000000004,2.4195000000000002,1.9307610000000002
9731.0,0.80500000000000005,0.52100000000000002,0.41940500000000003
9793.0,0.81200000000000006,0.96510000000000007,0.78366120000000006
9853.0,0.81899999999999995,2.1936,1.7965583999999999
9911.0,0.82699999999999996,1.8575999999999999,1.5362351999999999
9969.0,0.83499999999999996,1.8512,1.5457519999999998
10027.0,0.84199999999999997,2.8288000000000002,2.3818496000000002
10084.0,0.84899999999999998,3.2000000000000002,2.7168000000000001
10138.0,0.85599999999999998,0.79570000000000007,0.68111920000000004
10191.0,0.86299999999999999,3.1936,2.7560767999999998
10242.0,0.87,0.32500000000000001,0.28275
10292.0,0.878,3.0584000000000002,2.6852752000000004
10339.0,0.88500000000000001,2.7716999999999996,2.4529544999999997
10386.0,0.89200000000000002,0.043400000000000001,0.038712799999999999
10432.0,0.90000000000000002,2.8593999999999999,2.5734599999999999
10476.0,0.90700000000000003,0.1278,0.11591460000000001
