encoder,seconds,current (A),charge (C)
2038.0,0.30199999999999999,1.1647000000000001,0.35173940000000004
2197.0,0.317,0.0149,0.0047232999999999997
2360.0,0.33200000000000002,0.015599999999999999,0.0051792000000000001
2443.0,0.33900000000000002,0.93300000000000005,0.31628700000000004
2526.0,0.34599999999999997,0.85399999999999998,0.29548399999999997
2610.0,0.35299999999999998,0.019,0.0067069999999999994
2697.0,0.35999999999999999,0.52779999999999994,0.19000799999999998
2785.0,0.36699999999999999,0.026600000000000002,0.0097622000000000004
2873.0,0.375,0.34970000000000001,0.13113750000000002
2962.0,0.38300000000000001,0.22209999999999999,0.085064299999999995
3141.0,0.39700000000000002,0.098699999999999996,0.039183900000000001
3325.0,0.41199999999999998,0.029999999999999999,0.012359999999999999
3418.0,0.41899999999999998,0.015099999999999999,0.006326899999999999
3512.0,0.42599999999999999,0.9224,0.39294239999999997
3703.0,0.441,1.0625,0.46856249999999999
3801.0,0.44800000000000001,0.0143,0.0064064000000000005
3900.0,0.45600000000000002,0.013800000000000002,0.0062928000000000012
4000.0,0.46300000000000002,1.069,0.49494700000000003
4100.0,0.46999999999999997,0.0147,0.0069089999999999993
4202.0,0.47699999999999998,0.871,0.41546699999999998
4405.0,0.49099999999999999,0.0183,0.0089852999999999999
4508.0,0.499,0.51080000000000003,0.25488920000000004
4612.0,0.50700000000000001,0.025499999999999998,0.012928499999999999
4822.0,0.52100000000000002,0.056600000000000004,0.029488600000000004
5032.0,0.53500000000000003,0.092700000000000005,0.049594500000000007
5139.0,0.54300000000000004,0.44010000000000005,0.23897430000000003
5246.0,0.55000000000000004,0.026499999999999999,0.014575000000000001
5461.0,0.56399999999999995,0.86409999999999998,0.48735239999999996
5569.0,0.57199999999999995,0.0124,0.0070927999999999989
5678.0,0.57899999999999996,1.0469999999999999,0.60621299999999989
5788.0,0.58699999999999997,0.0126,0.0073961999999999995
6012.0,0.60099999999999998,1.0272999999999999,0.61740729999999988
6236.0,0.61499999999999999,0.85239999999999994,0.52422599999999997
6349.0,0.622,0.0155,0.0096410000000000003
6461.0,0.63,0.60939999999999994,0.38392199999999999
6692.0,0.64500000000000002,0.0252,0.016254000000000001
6809.0,0.65200000000000002,0.28520000000000001,0.18595040000000002
6926.0,0.65900000000000003,0.062200000000000005,0.040989800000000007
7164.0,0.67400000000000004,0.09459999999999999,0.063760399999999995
7282.0,0.68100000000000005,0.44280000000000003,0.30154680000000006
7400.0,0.68799999999999994,0.023300000000000001,0.0160304
7519.0,0.69499999999999995,0.71850000000000003,0.49935750000000001
7639.0,0.70299999999999996,0.011800000000000001,0.0082954000000000014
7759.0,0.71099999999999997,0.0112,0.0079632000000000001
7999.0,0.72499999999999998,0.0121,0.008772499999999999
8244.0,0.73899999999999999,0.012500000000000001,0.0092375000000000009
8367.0,0.746,0.013099999999999999,0.0097725999999999993
8488.0,0.754,0.7974,0.60123959999999999
8734.0,0.76900000000000002,0.57150000000000001,0.43948350000000003
8859.0,0.77600000000000002,0.0184,0.0142784
8984.0,0.78300000000000003,0.0247,0.019340099999999999
9108.0,0.79000000000000004,0.26169999999999999,0.20674300000000001
9232.0,0.79800000000000004,0.060200000000000004,0.048039600000000009
9358.0,0.80500000000000005,0.13930000000000001,0.11213650000000001
9611.0,0.81899999999999995,0.40429999999999999,0.33112169999999996
9737.0,0.82699999999999996,0.023300000000000001,0.019269100000000001
9865.0,0.83399999999999996,0.6754,0.5632836
10122.0,0.84899999999999998,0.86509999999999998,0.73446990000000001
10380.0,0.86299999999999999,0.011699999999999999,0.010097099999999999
10508.0,0.87,0.96450000000000002,0.83911500000000006
10638.0,0.877,0.0121,0.0106117
10769.0,0.88500000000000001,0.86080000000000001,0.76180800000000004
10900.0,0.89300000000000002,0.0135,0.0120555
11031.0,0.90000000000000002,0.0152,0.013679999999999999
11162.0,0.90700000000000003,0.54520000000000002,0.49449640000000006
11294.0,0.91400000000000003,0.018800000000000001,0.017183200000000003
11561.0,0.92900000000000005,0.033799999999999997,0.031400199999999996
11830.0,0.94299999999999995,0.12620000000000001,0.1190066
11965.0,0.94999999999999996,0.2535,0.24082499999999998
12101.0,0.95799999999999996,0.045100000000000001,0.043205800000000003
12369.0,0.97299999999999998,0.6704,0.65229919999999997
12640.0,0.98699999999999999,0.86539999999999995,0.85414979999999996
12775.0,0.99399999999999999,0.011699999999999999,0.011629799999999999
12912.0,1.0009999999999999,0.98270000000000002,0.98368269999999991
13050.0,1.0089999999999999,0.011900000000000001,0.0120071
13329.0,1.024,0.77110000000000001,0.78960640000000004
13470.0,1.0309999999999999,0.0129,0.013299899999999998
13610.0,1.038,0.60670000000000002,0.62975460000000005
13888.0,1.0529999999999999,0.019600000000000003,0.020638800000000002
14164.0,1.0669999999999999,0.035799999999999998,0.038198599999999999
14304.0,1.0740000000000001,0.16769999999999999,0.18010979999999999
14444.0,1.081,0.123,0.132963
14726.0,1.097,0.038799999999999994,0.042563599999999993
14866.0,1.1040000000000001,0.51119999999999999,0.5643648
15008.0,1.111,0.0121,0.013443099999999999
15151.0,1.1180000000000001,0.69070000000000009,0.77220260000000018
15292.0,1.125,0.85950000000000004,0.96693750000000001
15434.0,1.1319999999999999,0.010999999999999999,0.012451999999999998
15719.0,1.147,0.0111,0.0127317
15866.0,1.155,0.84950000000000003,0.98117250000000011
16009.0,1.1619999999999999,0.76449999999999996,0.88834899999999994
16303.0,1.1759999999999999,0.59060000000000001,0.69454559999999999
16448.0,1.1839999999999999,0.0154,0.018233599999999999
16597.0,1.1910000000000001,0.019,0.022629
16745.0,1.1990000000000001,0.29449999999999998,0.35310550000000002
17039.0,1.2130000000000001,0.1653,0.20050890000000002
17330.0,1.228,0.28100000000000003,0.34506800000000004
17474.0,1.2350000000000001,0.040000000000000001,0.049400000000000006
